data gatherer,Genus,Species,Family,Realm,Kingdom,Phylum,Class,Order,"maximum body size (SVL, HBL, cm)",Source for maximum body size,notes on body size (e.g. type of metric),Trophic position,Source/logic for trophic position,migratory?,source/logic for migration info,dispersal distance category,logic/source for dispersal distance,dispersal type (walking may need to be reworded to something that encaptures slithering),logic/source for dispersal type,cold season dormancy?,source/logic for cold season dormancy,notes for cold season dormancy,hot season dormancy?,source/logic for hot season dormancy,notes for hot season dormancy,highland specialist,source/logic for highland specialist,Pelagic habitat (for marine species),source/logic for pelagic habitat,notes,origGenus,origSpecies,Terrestriality (available for mammals only; see panTHERIA metadata),pantheria05Genus,pantheria05Species,pantheria93Genus,pantheria93Species,allPantheriaSynonyms05,pantheriaReferences,binaryName,TRY species number (for plants),genus_species,limit_type
Sally,Thalassoma,lucasanum,Labridae,Marine,Animalia,Chordata,Actinopterygii,Perciformes,15,fishbase,,omnivore,fishbase,N,NA,NA,NA,swimming,NA,N,unheard of for fish,,N,unheard of for fish,,N,marine,reef-associated,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Thalassoma_lucasanum,"max, min"
Sally,Trematomus,bernacchii,Nototheniidae,Marine,Animalia,Chordata,Actinopterygii,Perciformes,28,fishbase,,omnivore,fishbase,N,NA,NA,NA,swimming,NA,N,unheard of for fish,,N,unheard of for fish,,N,marine,demersal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Trematomus_bernacchii,max
Sally,Trematomus,hansoni,Nototheniidae,Marine,Animalia,Chordata,Actinopterygii,Perciformes,41,fishbase,,carnivore,fishbase,N,NA,NA,NA,swimming,NA,N,unheard of for fish,,N,unheard of for fish,,N,marine,demersal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Trematomus_hansoni,max
Sally,Zoarces,viviparus,Zoarcidae,Marine,Animalia,Chordata,Actinopterygii,Perciformes,52,fishbase,,carnivore,fishbase,N,NA,NA,NA,swimming,NA,N,unheard of for fish,,N,unheard of for fish,,N,marine,demersal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Zoarces_viviparus,max
Jenn,Pegusa,lascaris,Soleidae,Marine,Animalia,Chordata,Actinopterygii,Pleuronectiformes,40,fishbase,,carnivore,fishbase,no,NA,NA,NA,swimming,NA,no,unheard of for fish,,no,unheard of for fish,,N,marine,demersal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pegusa_lascaris,max
Jenn,Sphoeroides,maculatus,Tetradontidae,Marine,Animalia,Chordata,Actinopterygii,Tetraodontiformes,36,fishbase,,carnivore,fishbase,no,NA,NA,NA,swimming,NA,no,unheard of for fish,,no,unheard of for fish,,N,marine,demersal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sphoeroides_maculatus,"max, min"
Sally,Diplodus,sargus,Sparidae,Marine,Animalia,Chordata,Actinopterygii,Perciformes,45,fishbase,,carnivore,fishbase,Y,oceanodromous,NA,NA,swimming,NA,N,unheard of for fish,,N,unheard of for fish,,N,marine,demersal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Diplodus_sargus,max
Sally,Diplodus,vulgaris,Sparidae,Marine,Animalia,Chordata,Actinopterygii,Perciformes,45,fishbase,,carnivore,fishbase,Y,oceanodromous,NA,NA,swimming,NA,N,unheard of for fish,,N,unheard of for fish,,N,marine,benthopelagic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Diplodus_vulgaris,max
Jenn,Distaplia,occidentalis,Holozoidae,Marine,Animalia,Chordata,Ascidiacea,Aplousobranchia,10,sealifebase,,omnivore,filter feeding,N,sessile,NA,sealifebase - lecithotrophic larvae ,NA,NA,NA,NA,,NA,NA,,N,marine,benthic,sealifebase,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Distaplia_occidentalis,max
Jenn,Cnemidocarpa,bicornuta,Styelidae,Marine,Animalia,Chordata,Ascidiacea,Stolidobranchia,NA,NA,,omnivore,filter feeding,N,sessile,NA,sealifebase - lecithotrophic larvae ,NA,NA,NA,NA,,NA,NA,,N,marine,benthic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cnemidocarpa_bicornuta,max
Jenn,Echinometra,lucunter,Echinometridae,Marine,Animalia,Echinodermata,Echinoidea,Camarodonta,15,sealifebase,,omnivore,McClintock et al. (1982) Bulletin of Marine Science 32(1): 365-369,N,NA,NA,sealifebase - planktotrophic larvae for several monts before settling,NA,NA,NA,NA,,NA,NA,,N,marine,reef-associated,sealifebase,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Echinometra_lucunter,max
Jenn,Pseudechinus,huttoni,Temnopleuridae,Marine,Animalia,Echinodermata,Echinoidea,Camarodonta,4,Kirby et al. (2006) New Zealand Journal of Marine and Freshwater Research 40(3):413-428,maximum adult size,omnivore,scavenger (http://www.marinelife.ac.nz/species/994),N,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,N,marine,benthic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pseudechinus_huttoni,max
Jenn,Eucidaris,tribuloides,Cidaridae,Marine,Animalia,Echinodermata,Echinoidea,Cidaroida,13,sealifebase,maximum WD male/unsexed,omnivore,sealifebase,N,NA,NA,sealifebase - planktotrophic larvae for several monts before settling,NA,NA,NA,NA,,NA,NA,,N,marine,benthic,sealifebase,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eucidaris_tribuloides,max
Jenn,Sterechinus,neumayeri,Echinidae,Marine,Animalia,Echinodermata,Echinoidea,Echinoida,7,Brey et al. (1995) Marine Biology 124: 279-292,maximum diameter,omnivore,Brockington et al. (2001) Marine Biology 139:127-138,N,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,N,marine,benthic,sealifebase,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sterechinus_neumayeri,max
Jenn,Bullia,rhodostoma,Nassariidae,Marine,Animalia,Gastropoda,Neogastropoda,Nassariidae,4,McLachlan and van der Horst (1979) South African Journal of Zoology 14(1): 49-53,mean length after 10 years,omnivore,scavenger - McLachlan and van der Horst (1979) South African Journal of Zoology 14(1): 49-53,NA,NA,NA,sealifebase - planktonic trocophore larvae ,NA,NA,NA,NA,,NA,NA,,N,marine,benthic,sealifebase,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Bullia_rhodostoma,max
Jenn,Acar,domingensis,Arcidae,Marine,Animalia,Mollusca,Bivalvia,Arcoida,2.1,sealifebase,maximum,omnivore,filter feeding bivalve,no,sessile,NA,sealifebase - free-swimming trochophore larvae,NA,NA,no,unheard of for marine bivalves,,no,unheard of for marine bivalves,,N,marine,benthic,sealifebase,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Acar_domingensis,max
Jenn,Limatula,hodgsoni,Limidae,Marine,Animalia,Mollusca,Bivalvia,Limoida,1.3,sealifebase,maximum,omnivore,filter feeding bivalve,no,sessile,NA,planktotrophic larva,pelagic devepment and benthic adults,Weddell Sea Ecology: Results of EPOS European äó�Polarsternäóì Study,no,unheard of for marine bivalves,,no,unheard of for marine bivalves,,N,marine,benthic,sealifebase,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Limatula_hodgsoni,max
Jenn,Mya,arenaria,Myidae,Marine,Animalia,Mollusca,Bivalvia,Myoida,10,sealifebase,maximum,omnivore,filter feeding bivalve - sealifebase,no,sessile,NA,sealifebase - free-swimming trochophore larvae,NA,NA,no,unheard of for marine bivalves,,no,unheard of for marine bivalves,,N,marine,benthic,sealifebase,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mya_arenaria,max
Jenn,Adamussium,colbecki,Pectinidae,Marine,Animalia,Mollusca,Bivalvia,Ostreoida,9,sealifebase,maximum,omnivore,filter feeding bivalve,no,sessile,NA,NA,NA,NA,no,unheard of for marine bivalves,,no,unheard of for marine bivalves,,N,marine,benthic,sealifebase,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Adamussium_colbecki,max
Jenn,Laternula,elliptica,Laternulidae,Marine,Animalia,Mollusca,Bivalvia,Pholadomyoida,8.3,sealifebase,maximum,omnivore,filter feeding bivalve,no,sessile,NA,sealifebase - free-swimming trochophore larvae,NA,NA,no,unheard of for marine bivalves,,no,unheard of for marine bivalves,,N,marine,benthic,sealifebase,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Laternula_elliptica,max
Jenn,Donax,serra,Donacidae,Marine,Animalia,Mollusca,Bivalvia,Veneroida,8.2,"Laudein (2002) ""Population dynamics and ecology of the surf clam Donax serra (Bivalvia, Donacidae) inhabiting beaches of the Benguela upwelling system"" Thesis",maximum,omnivore,filter feeding bivalve,no,sessile,NA,sealifebase - free-swimming trochophore larvae,NA,NA,no,unheard of for marine bivalves,,no,unheard of for marine bivalves,,N,marine,benthic,sealifebase,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Donax_serra,max
Jenn,Gemma,gemma,Veneridae,Marine,Animalia,Mollusca,Bivalvia,Veneroida,0.5,NEMESIS,maximum,omnivore,filter feeding bivalve,no,sessile,NA,sealifebase - free-swimming trochophore larvae,NA,NA,no,unheard of for marine bivalves,,no,unheard of for marine bivalves,,N,marine,benthic,sealifebase,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gemma_gemma,max
Jenn,Macoma,balthica,Tellinidae,Marine,Animalia,Mollusca,Bivalvia,Veneroida,3.8,sealifebase,maximum SHL,omnivore,subsurface detritivore - sealifebase,no,sessile,NA,sealifebase - free-swimming trochophore larvae,NA,NA,no,unheard of for marine bivalves,,no,unheard of for marine bivalves,,N,marine,benthic,sealifebase,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Macoma_balthica,"max, min"
Jenn,Mulinia,lateralis,Mactridae,Marine,Animalia,Mollusca,Bivalvia,Veneroida,1.5,sealifebase,maximum DL,omnivore,filter feeding bivalve,no,sessile,NA,sealifebase - free-swimming trochophore larvae,NA,NA,no,unheard of for marine bivalves,,no,unheard of for marine bivalves,,N,marine,benthic,sealifebase,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mulinia_lateralis,max
Jenn,Cookia,sulcata,Turbinidae,Marine,Animalia,Mollusca,Gastropoda,Vetigastropoda,NA,NA,,herbivore,Mason et al. (2014) Journal of Food Composition Analysis 36(1-2): 79-84,NA,NA,NA,sealifebase - planktonic trocophore larvae ,NA,NA,no,unheard of for marine gastropods,,no,unheard of for marine gastropods,,N,marine,demersal,sealifebase,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cookia_sulcata,max
Jenn,Argopecten,purpuratus,Pectininae,Marine,Animalia,Molusca,Bivalvia,Pectinoida,12,sealifebase,maximum SL,omnivore,filter feeding,N,NA,NA,sealifebase - free-swimming trochophore larvae,NA,NA,NA,NA,,NA,NA,,N,marine,benthic,sealifebase,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Argopecten_purpuratus,max
Jenn,Ensis,macha,Solnoidea,Marine,Animalia,Molusca,Bivalvia,Veneroida,18.9,Marquez and Van Der Molen (2011) Journal of Molluscan Studies 77(2): 123-128,maximum SL,omnivore,filter feeding,N,NA,NA,sealifebase - free-swimming trochophore larvae,NA,NA,NA,NA,,NA,NA,,N,marine,benthic,sealifebase,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ensis_macha,max
Jenn,Protothaca,thaca,Veneridae,Marine,Animalia,Molusca,Bivalvia,Veneroida,8,FAO species fact sheet,maximum SL,omnivore,filter feeding,N,NA,NA,NA,NA,NA,NA,NA,,NA,NA,,N,marine,benthic,FAO species fact sheet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Protothaca_thaca,max
Jenn,Semele,solida,Samelidae,Marine,Animalia,Molusca,Bivalvia,Veneroida,7.8,Urban and Campos (1994) Marine Ecology Progress Series 115:93-102,maximum SH as estimated from growth curve,omnivore,filter feeding,N,NA,NA,sealifebase - free-swimming trochophore larvae,NA,NA,NA,NA,,NA,NA,,N,marine,benthic,sealifebase,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Semele_solida,max
Susana,Agroeca,proxima,Liocranidae,Terrestrial,Animalia,Arthropoda,Arachnida,Araneae,0.35,Almquist (1971) Oikos 22: 225-229,Body size is mean body length (mm).,carnivore,guess based on ,non-migratory,spider,NA,NA,Walking,Ozkutuk et al. (2011) Biological Diversity and Conservation 4: 224-232,Y,"Sudd, J. H. (1972). The seasons of activity of some spiders at Spurn Head, East Yorkshire. Bull. Br. arachnol. Soc, 2(6), 104-107.",activity only in Autumn suggests inactive in winter,N,no info - based on climate,,No,Almquist (1971) Oikos 22: 225-229,NA,terrestrial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Agroeca_proxima,"max, min"
Susana,Clubiona,diversa,Clubionidae,Terrestrial,Animalia,Arthropoda,Arachnida,Araneae,0.5,Pickard-Cambridge (1862) Zoologist 20: 7951-7968; Aranea: Spiders of Europe database (http://www.araneae.unibe.ch),Body size is in mm,carnivore,http://www.jorgenlissner.dk/clubionidae.aspx,non-migratory,spider,NA,NA,Walking,NA,Y,"no info - based on climate (Britain, north-western European grasslands)",,N,no info - based on climate,,No,Buchholz (2007) Acta Zoologica Bulgarica 59: 241-252,NA,terrestrial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Clubiona_diversa,"max, min"
Susana,Crustulina,guttata,Theridiidae,Terrestrial,Animalia,Arthropoda,Arachnida,Araneae,0.3,"Almquist (2005) Insect Systematics and Evolution, Supplement 62: 1-284; Le Peru (2011) Mí©moires de la Socií©tí© Linní©enne de Lyon 2: 1-522; Aranea: Spiders of Europe database (http://www.araneae.unibe.ch)",Body size is total length in mm,carnivore,http://www.jorgenlissner.dk/Theridiidae.aspx,non-migratory,spider,NA,NA,Walking,NA,N,"not enough info to determine (Gibson, W. W. (1947). An ecological study of the spiders of a river-terrace forest in western Tennessee.) - based on climate",,Y,"Gibson, W. W. (1947). An ecological study of the spiders of a river-terrace forest in western Tennessee.",aestivates,No,Morano and Cardoso (2010) Iberian spider catalogue (v1.1). Available from: www.ennor.org/iberia,NA,terrestrial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Crustulina_guttata,"max, min"
Susana,Oedothorax,apicatus,Linyphiidae,Terrestrial,Animalia,Arthropoda,Arachnida,Araneae,0.35,Almquist (1971) Oikos 22: 225-229; Aranea: Spiders of Europe database (http://www.araneae.unibe.ch),Body size is length in mm,carnivore,Everts et al. (1991) Archives of Environmental Contamination and Toxicology 20: 13-19,non-migratory,spider,10+ km,"Blandenier and Furst (1998) Proceedings of the 17th European Colloquium of Arachnology, Edinburgh 1997, pp 178-186; Large dispersal distances when using aerial dispersal methods",Walking,NA,Y,"Blandenier, G., Bruggisser, O. T., Rohr, R. P., & Bersier, L. F. (2013). Are phenological patterns of ballooning spiders linked to habitat characteristics?. The Journal of Arachnology, 41(2), 126-132.","not reproducing in winter, therefore hibernate",N,no info - based on climate,,No,Almquist (1971) Oikos 22: 225-229; Aranea: Spiders of Europe database (http://www.araneae.unibe.ch),NA,terrestrial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Oedothorax_apicatus,"max, min"
Susana,Pardosa,nigriceps,Lycosidae,Terrestrial,Animalia,Arthropoda,Arachnida,Araneae,0.68,Almquist (1971) Oikos 22: 225-229; Aranea: Spiders of Europe database (http://www.araneae.unibe.ch),Body size is length in mm,carnivore,http://www.jorgenlissner.dk/Lycosidae.aspx,non-migratory,spider,10+ km,Richter (1970) Oecologia 5: 200-214; Large dispersal distances when using aerial dispersal methods,Walking,NA,Y,"Cera, I., & Spuņģis, V. (2011). Seasonal activity of wolf spiders (Araneae: Lycosidae) in coastal dune habitats at Akmensrags-Ziemupe Nature Reserve, Latvia. Environmental and Experimental Biology, 9, 91-97.",hibernates,N,no info - based on climate,,No,Almquist (1971) Oikos 22: 225-229; Aranea: Spiders of Europe database (http://www.araneae.unibe.ch),NA,terrestrial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Pardosa_nigriceps,"max, min"
Susana,Philodromus,aureolus,Philodromidae,Terrestrial,Animalia,Arthropoda,Arachnida,Araneae,0.85,Almquist (1971) Oikos 22: 225-229; Aranea: Spiders of Europe database (http://www.araneae.unibe.ch),Body size is length in mm,carnivore,Michalko and Pekar (2015) Biological Control 82: 13-20,non-migratory,spider,10+ km,"Blandenier and Furst (1998) Proceedings of the 17th European Colloquium of Arachnology, Edinburgh 1997, pp 178-186; Large dispersal distances when using aerial dispersal methods",Walking,NA,Y,"Blandenier, G., Bruggisser, O. T., Rohr, R. P., & Bersier, L. F. (2013). Are phenological patterns of ballooning spiders linked to habitat characteristics?. The Journal of Arachnology, 41(2), 126-132.","not reproducing in winter, therefore hibernate",N,no info - based on climate,,No,Almquist (1971) Oikos 22: 225-229; Aranea: Spiders of Europe database (http://www.araneae.unibe.ch),NA,terrestrial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Philodromus_aureolus,"max, min"
Susana,Phrurolithus,festivus,Corinnidae,Terrestrial,Animalia,Arthropoda,Arachnida,Araneae,0.32,Almquist (1971) Oikos 22: 225-229; Aranea: Spiders of Europe database (http://www.araneae.unibe.ch),Body size is length in mm,carnivore,Elgar (1994) Memoirs of the Queensland Museum 33: 411-430,non-migratory,spider,NA,NA,Walking,NA,NA,NA,,NA,NA,,No,Almquist (1971) Oikos 22: 225-229; Aranea: Spiders of Europe database (http://www.araneae.unibe.ch),NA,terrestrial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Phrurolithus_festivus,max
Susana,Prinerigone,vagans,Linyphiidae,Terrestrial,Animalia,Arthropoda,Arachnida,Araneae,0.3,Aranea: Spiders of Europe database (http://www.araneae.unibe.ch),Body size is length in mm,carnivore,Jumbam et al (2008) Polar Biology 31: 215-220,non-migratory,spider,NA,NA,Walking,NA,N,"no info - based on climate (Guttenberger, J., Guttenberger, L., & Bauer, T. (2018). Prinerigone vagans new to Poland (Araneae: Linyphiidae), with comments on taxonomy and distribution. Arachnologische Mitteilungen: Arachnology Letters, 55(1), 75-78.)",,N,no info - based on climate,,No,Khoza et al (2005) Koedoe 48: 103-107,NA,terrestrial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Prinerigone_vagans,"max, min"
Susana,Scotina,gracilipes,Liocranidae,Terrestrial,Animalia,Arthropoda,Arachnida,Araneae,0.38,Almquist (1971) Oikos 22: 225-229; Aranea: Spiders of Europe database (http://www.araneae.unibe.ch),Body size is length in mm,carnivore,Wise (1995) Spiders in Ecological Webs. Cambridge University Press,non-migratory,spider,NA,NA,Walking,NA,N,"Almquist, S. (1973). Habitat selection by spiders on coastal sand dunes in Scania, Sweden. Insect Systematics & Evolution, 4(2), 134-154.",assumed since low tolerance to cold,N,no info - based on climate,,No,Almquist (1971) Oikos 22: 225-229; Aranea: Spiders of Europe database (http://www.araneae.unibe.ch),NA,terrestrial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Scotina_gracilipes,"max, min"
Susana,Stemonyphantes,lineatus,Linyphiidae,Terrestrial,Animalia,Arthropoda,Arachnida,Araneae,0.75,Almquist (1971) Oikos 22: 225-229; Aranea: Spiders of Europe database (http://www.araneae.unibe.ch),Body size is length in mm,carnivore,Wise (1995) Spiders in Ecological Webs. Cambridge University Press,non-migratory,spider,NA,NA,Walking,NA,N,"Schaefer, M. (1987). Life cycles and diapause. In Ecophysiology of spiders (pp. 331-347). Springer, Berlin, Heidelberg.",stenochromus winter mature species,N,no info - based on climate,,No,Almquist (1971) Oikos 22: 225-229; Aranea: Spiders of Europe database (http://www.araneae.unibe.ch),NA,terrestrial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Stemonyphantes_lineatus,"max, min"
Piero,Calathus,melanocephalus,Carabidae,Terrestrial,Animalia,Arthropoda,Insecta,Coleoptera,0.74,Blake et al. (1994) Pedobiologia 38(6): 502-512,mean length,carnivore,"Ronning (2011) ""Sheep grazing effects on beetles (Coleoptera) in an alpine ecosystem"" (Master's thesis)",non-migratory,beetle,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,terrestrial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Calathus_melanocephalus,min
Piero,Aphaenogaster,fulva,Formicidae,Terrestrial,Animalia,Arthropoda,Insecta,Hymenoptera,0.42,Umphrey (1996) Canadian Journal of Zoology 74(3): 528-559,maximum spinal length,omnivore,Lubertazzi (2012) Psyche 2012: 752815 - scavengers,non-migratory,ant,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,terrestrial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Aphaenogaster_fulva,max
Piero,Camponotus,americanus,Formicidae,Terrestrial,Animalia,Arthropoda,Insecta,Hymenoptera,1,https://web.archive.org/web/20110717084509/http://mississippientomologicalmuseum.org.msstate.edu/Researchtaxapages/Formicidaepages/genericpages/Camponotus.americanus.htm,maximum total length,omnivore,"Hölldobler and Wilson (1990) ""The Ants"" Cambridge, MA: Belknap Press of Harvard University Press",non-migratory,ant,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,terrestrial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Camponotus_americanus,max
Piero,Camponotus,castaneus,Formicidae,Terrestrial,Animalia,Arthropoda,Insecta,Hymenoptera,1.1,AntWiki,total length (male),omnivore,"Hölldobler and Wilson (1990) ""The Ants"" Cambridge, MA: Belknap Press of Harvard University Press",non-migratory,ant,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,terrestrial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Camponotus_castaneus,max
Piero,Camponotus,chromaiodes,Formicidae,Terrestrial,Animalia,Arthropoda,Insecta,Hymenoptera,1,AntWiki,total length (male),omnivore,"Hölldobler and Wilson (1990) ""The Ants"" Cambridge, MA: Belknap Press of Harvard University Press",non-migratory,ant,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,terrestrial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Camponotus_chromaiodes,max
Piero,Camponotus,novaeboracensis,Formicidae,Terrestrial,Animalia,Arthropoda,Insecta,Hymenoptera,0.8,AntWiki,total length (male),omnivore,"Hölldobler and Wilson (1990) ""The Ants"" Cambridge, MA: Belknap Press of Harvard University Press",non-migratory,ant,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,terrestrial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Camponotus_novaeboracensis,max
Piero,Camponotus,pennsylvanicus,Formicidae,Terrestrial,Animalia,Arthropoda,Insecta,Hymenoptera,0.88,Gripshover et al. (2018) Annals of the Entomological Society of America 111(6): 319-325,total length ,omnivore,"Hölldobler and Wilson (1990) ""The Ants"" Cambridge, MA: Belknap Press of Harvard University Press",non-migratory,ant,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,terrestrial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Camponotus_pennsylvanicus,max
Piero,Crematogaster,lineolata,Formicidae,Terrestrial,Animalia,Arthropoda,Insecta,Hymenoptera,NA,NA,NA,omnivore,Ayre (1963) The Canadian Entomologist 95(7): 712-715,non-migratory,ant,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,terrestrial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Crematogaster_lineolata,max
Piero,Formica,neogagates,Formicidae,Terrestrial,Animalia,Arthropoda,Insecta,Hymenoptera,0.35,"Ellison et al. (2012) A field guide to the ants of New England. Yale University Press, New Haven",body length,omnivore,MacKay (1993) Sociobiology 23: 1-1 - scavenger,non-migratory,ant,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,terrestrial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Formica_neogagates,max
Piero,Formica,obscuripes,Formicidae,Terrestrial,Animalia,Arthropoda,Insecta,Hymenoptera,0.6,"Headings (2008)  Western Thatching Ant, Formica obscuripes (Forel) (Hymenoptera: Formicidae). In: Capinera J.L. (eds) Encyclopedia of Entomology. Springer, Dordrecht. https://doi.org/10.1007/978-1-4020-6359-6_2648",minimum adult worker length,omnivore,Tilman (1978) Ecology 59(4): 686-692 - scavenger,non-migratory,ant,NA,NA,NA,NA,NA,NA,,NA,NA,,NA,NA,NA,terrestrial,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Formica_obscuripes,max
